experiment,activation,seeds,num_seeds,metric,min_gamma,min_value,max_gamma,max_value,abs_range,rel_range_pct,largest_adjacent_gamma_pair,largest_adjacent_delta,gamma_values
discontinuous_gradient,gelu_b0_5,"42,43,44,45,46",5,eval_h1,0.01,0.10623691355721701,0.0,0.12320295013810514,0.016966036580888133,15.9700013985728,0->0.01,0.016966036580888133,0:0.123203; 0.01:0.106237; 0.1:0.115176; 1:0.122509; 10:0.113859
discontinuous_gradient,gelu_squared,"42,43,44,45,46",5,near_grad,0.0,0.28053571221091267,0.01,0.28335273895557306,0.002817026744660389,1.0041597636391082,0->0.01,0.002817026744660389,0:0.280536; 0.01:0.283353; 0.1:0.283093; 1:0.280935; 10:0.282369
discontinuous_gradient,gelu_squared,"42,43,44,45,46",5,far_grad,1.0,0.037005654599919516,0.1,0.04087196646150254,0.0038663118615830244,10.44789479711415,0.1->1,0.0038663118615830244,0:0.039618; 0.01:0.0403752; 0.1:0.040872; 1:0.0370057; 10:0.0399723
discontinuous_gradient,gelu_squared,"42,43,44,45,46",5,near_far_ratio,0.1,6.955963842400696,1.0,7.641991829304234,0.6860279869035377,9.862443256559114,0.1->1,0.6860279869035377,0:7.12345; 0.01:7.06659; 0.1:6.95596; 1:7.64199; 10:7.0811
discontinuous_gradient,gelu_squared,"42,43,44,45,46",5,neurons,10.0,63.0,1.0,68.8,5.799999999999997,9.206349206349202,1->10,5.799999999999997,0:64.6; 0.01:66.8; 0.1:66.8; 1:68.8; 10:63
discontinuous_gradient,gelu_squared,"42,43,44,45,46",5,near_score,10.0,17.764997238981707,1.0,19.328513328855017,1.5635160898733105,8.80110516675167,1->10,1.5635160898733105,0:18.0719; 0.01:18.9129; 0.1:18.8667; 1:19.3285; 10:17.765
discontinuous_gradient,gelu_squared,"42,43,44,45,46",5,eval_h1,1.0,0.0799804740619462,0.1,0.0815714292674913,0.0015909552055450998,1.989179514381071,0.1->1,0.0015909552055450998,0:0.0803872; 0.01:0.0814453; 0.1:0.0815714; 1:0.0799805; 10:0.0809334
discontinuous_gradient,hardswish,"42,43,44,45,46",5,near_grad,0.1,0.3680875395229407,0.0,0.37371062958033857,0.0056230900573978615,1.5276502064388429,0.1->1,0.00542240692351853,0:0.373711; 0.01:0.372463; 0.1:0.368088; 1:0.37351; 10:0.372533
discontinuous_gradient,hardswish,"42,43,44,45,46",5,far_grad,0.1,0.0732429598198279,0.0,0.07920511471199618,0.005962154892168281,8.140242976027631,0.1->1,0.003590526040101405,0:0.0792051; 0.01:0.0768191; 0.1:0.073243; 1:0.0768335; 10:0.0745416
discontinuous_gradient,hardswish,"42,43,44,45,46",5,near_far_ratio,0.0,4.763947875191833,0.1,5.125569827322703,0.36162195213087056,7.590804131464367,0.01->0.1,0.20630212931689318,0:4.76395; 0.01:4.91927; 0.1:5.12557; 1:4.92671; 10:5.02579
discontinuous_gradient,hardswish,"42,43,44,45,46",5,neurons,10.0,42.0,0.0,54.2,12.200000000000003,29.047619047619055,1->10,6.0,0:54.2; 0.01:49.6; 0.1:49.4; 1:48; 10:42
discontinuous_gradient,hardswish,"42,43,44,45,46",5,near_score,10.0,15.608098712545168,0.0,20.22135963036123,4.6132609178160635,29.55684098863437,1->10,2.2636450282529736,0:20.2214; 0.01:18.4285; 0.1:18.114; 1:17.8717; 10:15.6081
discontinuous_gradient,hardswish,"42,43,44,45,46",5,eval_h1,0.1,0.12210509071511517,0.0,0.1275106717910124,0.005405581075897212,4.426990753816347,0.01->0.1,0.0034675177499350757,0:0.127511; 0.01:0.125573; 0.1:0.122105; 1:0.125142; 10:0.124275
discontinuous_gradient,leaky_relu,"42,43,44,45,46",5,near_grad,0.0,0.19002459871161545,0.01,0.20019404314542744,0.010169444433811986,5.351646314614935,0->0.01,0.010169444433811986,0:0.190025; 0.01:0.200194; 0.1:0.196887; 1:0.190497; 10:0.192435
discontinuous_gradient,leaky_relu,"42,43,44,45,46",5,far_grad,0.0,0.05646698522956363,0.1,0.061629204851668604,0.005162219622104974,9.142013870792349,0.1->1,0.0036090211635131167,0:0.056467; 0.01:0.0587592; 0.1:0.0616292; 1:0.0580202; 10:0.058013
discontinuous_gradient,leaky_relu,"42,43,44,45,46",5,near_far_ratio,0.1,3.223266702522372,0.01,3.4262741413471924,0.20300743882482042,6.298189307945155,0.01->0.1,0.20300743882482042,0:3.37963; 0.01:3.42627; 0.1:3.22327; 1:3.29131; 10:3.33332
discontinuous_gradient,leaky_relu,"42,43,44,45,46",5,neurons,0.1,140.0,0.0,144.4,4.400000000000006,3.1428571428571472,0.1->1,3.0,0:144.4; 0.01:142.2; 0.1:140; 1:143; 10:142
discontinuous_gradient,leaky_relu,"42,43,44,45,46",5,near_score,1.0,27.22750384625247,0.01,28.451905902910102,1.224402056657631,4.496930984094433,0->0.01,1.0114857702982434,0:27.4404; 0.01:28.4519; 0.1:27.5492; 1:27.2275; 10:27.3406
discontinuous_gradient,leaky_relu,"42,43,44,45,46",5,eval_h1,0.0,0.06376412582000157,0.1,0.06719968606136457,0.003435560241363003,5.387920240702703,0->0.01,0.0031179235134017463,0:0.0637641; 0.01:0.066882; 0.1:0.0671997; 1:0.0643102; 10:0.0647313
discontinuous_gradient,leaky_relu2_a0_001_sphere,"42,43,44,45,46",5,near_grad,0.1,0.16022153664123073,1.0,0.16331732930734102,0.003095792666110292,1.932195091251942,0.1->1,0.003095792666110292,0:0.160463; 0.01:0.163089; 0.1:0.160222; 1:0.163317; 10:0.162075
discontinuous_gradient,leaky_relu2_a0_001_sphere,"42,43,44,45,46",5,far_grad,0.1,0.017117598822984595,0.01,0.018925485691059375,0.0018078868680747803,10.561568166016642,0.01->0.1,0.0018078868680747803,0:0.0180457; 0.01:0.0189255; 0.1:0.0171176; 1:0.0184531; 10:0.0177486
discontinuous_gradient,leaky_relu2_a0_001_sphere,"42,43,44,45,46",5,near_far_ratio,0.01,8.846526824450194,0.1,9.62244732718864,0.7759205027384457,8.77090544273197,0.01->0.1,0.7759205027384457,0:8.96771; 0.01:8.84653; 0.1:9.62245; 1:8.95021; 10:9.2092
discontinuous_gradient,leaky_relu2_a0_001_sphere,"42,43,44,45,46",5,neurons,1.0,103.2,0.0,106.6,3.3999999999999915,3.294573643410845,0->0.01,3.1999999999999886,0:106.6; 0.01:103.4; 0.1:106; 1:103.2; 10:103.8
discontinuous_gradient,leaky_relu2_a0_001_sphere,"42,43,44,45,46",5,near_score,10.0,16.827409304966114,0.0,17.111258087045933,0.28384878207981856,1.6868240198807605,0->0.01,0.2591571374953787,0:17.1113; 0.01:16.8521; 0.1:16.98; 1:16.8589; 10:16.8274
discontinuous_gradient,leaky_relu2_a0_001_sphere,"42,43,44,45,46",5,eval_h1,0.1,0.044301239965369235,1.0,0.045282911091387636,0.0009816711260184005,2.2158998862916333,0.1->1,0.0009816711260184005,0:0.0444079; 0.01:0.0452174; 0.1:0.0443012; 1:0.0452829; 10:0.0448163
discontinuous_gradient,leaky_relu2_a0_015_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_grad,10.0,0.15859928678686167,0.01,0.16445955776013213,0.005860270973270465,3.6950172298983683,0->0.01,0.005108351431342473,0:0.159351; 0.01:0.16446; 0.1:0.162899; 1:0.159589; 10:0.158599
discontinuous_gradient,leaky_relu2_a0_015_sphere,"42,43,44,45,46,47,48,49,50,51",10,far_grad,0.1,0.01669128502797699,1.0,0.018157266019005018,0.0014659809910280291,8.782912691088999,0.1->1,0.0014659809910280291,0:0.0175558; 0.01:0.0167042; 0.1:0.0166913; 1:0.0181573; 10:0.0170186
discontinuous_gradient,leaky_relu2_a0_015_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_far_ratio,1.0,8.910382894103073,0.01,9.944999717260783,1.0346168231577106,11.611362109280671,0.1->1,0.8858652043211954,0:9.18646; 0.01:9.945; 0.1:9.79625; 1:8.91038; 10:9.47435
discontinuous_gradient,leaky_relu2_a0_015_sphere,"42,43,44,45,46,47,48,49,50,51",10,neurons,0.01,113.8,0.0,116.3,2.5,2.196836555360281,0->0.01,2.5,0:116.3; 0.01:113.8; 0.1:115; 1:114.3; 10:116.2
discontinuous_gradient,leaky_relu2_a0_015_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_score,1.0,18.164390544689333,0.1,18.69373778065274,0.5293472359634066,2.914203119895868,0.1->1,0.5293472359634066,0:18.5223; 0.01:18.6628; 0.1:18.6937; 1:18.1644; 10:18.3939
discontinuous_gradient,leaky_relu2_a0_015_sphere,"42,43,44,45,46,47,48,49,50,51",10,eval_h1,10.0,0.04371675196220453,0.01,0.04511944174525456,0.0014026897830500332,3.2085864573441634,0->0.01,0.0011928643982707307,0:0.0439266; 0.01:0.0451194; 0.1:0.0447324; 1:0.0442198; 10:0.0437168
discontinuous_gradient,leaky_relu2_a0_025_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_grad,0.1,0.1568992231289364,10.0,0.15879024982156434,0.001891026692627945,1.205249238916843,0->0.01,0.0012951938125895512,0:0.158467; 0.01:0.157172; 0.1:0.156899; 1:0.1575; 10:0.15879
discontinuous_gradient,leaky_relu2_a0_025_sphere,"42,43,44,45,46,47,48,49,50,51",10,far_grad,0.01,0.016910824592340494,10.0,0.017989194064850014,0.0010783694725095203,6.376800058572848,0->0.01,0.0006195463849699746,0:0.0175304; 0.01:0.0169108; 0.1:0.0173463; 1:0.0174746; 10:0.0179892
discontinuous_gradient,leaky_relu2_a0_025_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_far_ratio,1.0,9.039247553474503,0.01,9.364350749491614,0.32510319601711046,3.596573653878385,0->0.01,0.2591583872264316,0:9.10519; 0.01:9.36435; 0.1:9.11945; 1:9.03925; 10:9.05758
discontinuous_gradient,leaky_relu2_a0_025_sphere,"42,43,44,45,46,47,48,49,50,51",10,neurons,0.1,116.8,1.0,120.8,4.0,3.4246575342465753,0.1->1,4.0,0:117.9; 0.01:117.9; 0.1:116.8; 1:120.8; 10:117.9
discontinuous_gradient,leaky_relu2_a0_025_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_score,0.1,18.3014094856735,1.0,19.024009276705986,0.7225997910324864,3.9483286333664283,0.1->1,0.7225997910324864,0:18.6737; 0.01:18.4914; 0.1:18.3014; 1:19.024; 10:18.6519
discontinuous_gradient,leaky_relu2_a0_025_sphere,"42,43,44,45,46,47,48,49,50,51",10,eval_h1,0.01,0.043263895495363816,10.0,0.043778392646594264,0.0005144971512304475,1.1892067169161438,0->0.01,0.0003862208705951997,0:0.0436501; 0.01:0.0432639; 0.1:0.0433135; 1:0.0434356; 10:0.0437784
discontinuous_gradient,leaky_relu2_a0_02_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_grad,1.0,0.15651617011174365,10.0,0.16163289722762453,0.005116727115880876,3.269136417168797,1->10,0.005116727115880876,0:0.161251; 0.01:0.15944; 0.1:0.159854; 1:0.156516; 10:0.161633
discontinuous_gradient,leaky_relu2_a0_02_sphere,"42,43,44,45,46,47,48,49,50,51",10,far_grad,0.1,0.017458609215664944,0.01,0.018719433425113462,0.0012608242094485182,7.221790658543573,0.01->0.1,0.0012608242094485182,0:0.017475; 0.01:0.0187194; 0.1:0.0174586; 1:0.0176654; 10:0.0175779
discontinuous_gradient,leaky_relu2_a0_02_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_far_ratio,0.01,8.65353154993921,0.0,9.422391314108607,0.768859764169397,8.884924723881063,0->0.01,0.768859764169397,0:9.42239; 0.01:8.65353; 0.1:9.31114; 1:8.95512; 10:9.24527
discontinuous_gradient,leaky_relu2_a0_02_sphere,"42,43,44,45,46,47,48,49,50,51",10,neurons,10.0,111.9,1.0,117.4,5.5,4.915102770330653,1->10,5.5,0:112.9; 0.01:116.2; 0.1:116.3; 1:117.4; 10:111.9
discontinuous_gradient,leaky_relu2_a0_02_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_score,10.0,17.92238981394726,0.1,18.566086833456332,0.643697019509073,3.5915802869556273,0->0.01,0.39318161210042035,0:18.1016; 0.01:18.4948; 0.1:18.5661; 1:18.3012; 10:17.9224
discontinuous_gradient,leaky_relu2_a0_02_sphere,"42,43,44,45,46,47,48,49,50,51",10,eval_h1,1.0,0.04324461688116338,10.0,0.04461878785215688,0.0013741709709935018,3.1776694305553375,1->10,0.0013741709709935018,0:0.044434; 0.01:0.0441962; 0.1:0.0440458; 1:0.0432446; 10:0.0446188
discontinuous_gradient,leaky_relu2_a0_0375_sphere,"42,43,44,45,46",5,near_grad,0.1,0.1558461732325423,0.0,0.16142565060121228,0.005579477368669983,3.580118300591631,0->0.01,0.004370906379409956,0:0.161426; 0.01:0.157055; 0.1:0.155846; 1:0.159859; 10:0.160354
discontinuous_gradient,leaky_relu2_a0_0375_sphere,"42,43,44,45,46",5,far_grad,1.0,0.01557329080355506,0.0,0.017302265446172384,0.0017289746426173251,11.102179137518167,1->10,0.0015820700607911548,0:0.0173023; 0.01:0.0171842; 0.1:0.0157107; 1:0.0155733; 10:0.0171554
discontinuous_gradient,leaky_relu2_a0_0375_sphere,"42,43,44,45,46",5,near_far_ratio,10.0,9.379085153169015,1.0,10.350126708066204,0.9710415548971891,10.353265153681782,1->10,0.9710415548971891,0:9.42558; 0.01:9.53976; 0.1:10.0287; 1:10.3501; 10:9.37909
discontinuous_gradient,leaky_relu2_a0_0375_sphere,"42,43,44,45,46",5,neurons,0.0,110.8,0.1,116.2,5.400000000000006,4.873646209386287,0->0.01,3.799999999999997,0:110.8; 0.01:114.6; 0.1:116.2; 1:114.6; 10:114.4
discontinuous_gradient,leaky_relu2_a0_0375_sphere,"42,43,44,45,46",5,near_score,0.0,17.854758757097844,10.0,18.33832792871459,0.48356917161674673,2.7083489516458035,0.1->1,0.1902220312987808,0:17.8548; 0.01:17.9815; 0.1:18.1108; 1:18.301; 10:18.3383
discontinuous_gradient,leaky_relu2_a0_0375_sphere,"42,43,44,45,46",5,eval_h1,0.1,0.04276965133567781,0.0,0.04437392459519756,0.0016042732595197493,3.750961743710752,0.1->1,0.0012446717085758327,0:0.0443739; 0.01:0.0433088; 0.1:0.0427697; 1:0.0440143; 10:0.0442663
discontinuous_gradient,leaky_relu2_a0_05,"42,43,44,45,46",5,near_grad,0.1,0.23475491979386373,10.0,0.24316890238732783,0.008413982593464098,3.5841560214594623,0.1->1,0.005981363891776725,0:0.237044; 0.01:0.237434; 0.1:0.234755; 1:0.240736; 10:0.243169
discontinuous_gradient,leaky_relu2_a0_05,"42,43,44,45,46",5,far_grad,10.0,0.02171397947406543,1.0,0.027554963571290458,0.005840984097225027,26.89964823905878,1->10,0.005840984097225027,0:0.0218588; 0.01:0.0260313; 0.1:0.0258146; 1:0.027555; 10:0.021714
discontinuous_gradient,leaky_relu2_a0_05,"42,43,44,45,46",5,near_far_ratio,1.0,8.900010150493893,10.0,11.361004768134446,2.4609946176405533,27.651593380530965,1->10,2.4609946176405533,0:11.1971; 0.01:9.25725; 0.1:9.74014; 1:8.90001; 10:11.361
discontinuous_gradient,leaky_relu2_a0_05,"42,43,44,45,46",5,neurons,1.0,62.2,0.0,68.6,6.3999999999999915,10.289389067524102,0.1->1,5.0,0:68.6; 0.01:66.6; 0.1:67.2; 1:62.2; 10:64.6
discontinuous_gradient,leaky_relu2_a0_05,"42,43,44,45,46",5,near_score,1.0,14.963522973084782,0.0,16.24431141120492,1.2807884381201369,8.5594043623545,0.1->1,0.8220115837401654,0:16.2443; 0.01:15.7933; 0.1:15.7855; 1:14.9635; 10:15.6887
discontinuous_gradient,leaky_relu2_a0_05,"42,43,44,45,46",5,eval_h1,0.1,0.06588405184963496,1.0,0.06737322205002708,0.0014891702003921176,2.2602893395063233,0.1->1,0.0014891702003921176,0:0.06589; 0.01:0.0672151; 0.1:0.0658841; 1:0.0673732; 10:0.0672244
discontinuous_gradient,leaky_relu2_a0_05_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_grad,10.0,0.15823223293687316,1.0,0.16191184069279227,0.0036796077559191065,2.3254476585608748,1->10,0.0036796077559191065,0:0.158596; 0.01:0.158963; 0.1:0.158588; 1:0.161912; 10:0.158232
discontinuous_gradient,leaky_relu2_a0_05_sphere,"42,43,44,45,46,47,48,49,50,51",10,far_grad,0.01,0.016409605107639703,0.1,0.017924642312263196,0.001515037204623492,9.232624397025537,0.01->0.1,0.001515037204623492,0:0.0177754; 0.01:0.0164096; 0.1:0.0179246; 1:0.0176853; 10:0.0167953
discontinuous_gradient,leaky_relu2_a0_05_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_far_ratio,0.1,8.92468522013301,0.01,9.877106892231252,0.9524216720982412,10.671767671420982,0.01->0.1,0.9524216720982412,0:9.03487; 0.01:9.87711; 0.1:8.92469; 1:9.25628; 10:9.53877
discontinuous_gradient,leaky_relu2_a0_05_sphere,"42,43,44,45,46,47,48,49,50,51",10,neurons,0.0,116.3,0.1,120.1,3.799999999999997,3.2674118658641422,0.01->0.1,2.5999999999999943,0:116.3; 0.01:117.5; 0.1:120.1; 1:118.1; 10:116.8
discontinuous_gradient,leaky_relu2_a0_05_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_score,0.0,18.428697256072457,1.0,19.12174739560479,0.6930501395323319,3.7607115136907696,1->10,0.6708825795816686,0:18.4287; 0.01:18.6872; 0.1:19.0463; 1:19.1217; 10:18.4509
discontinuous_gradient,leaky_relu2_a0_05_sphere,"42,43,44,45,46,47,48,49,50,51",10,eval_h1,10.0,0.04361509281945593,1.0,0.04463829555922689,0.0010232027397709606,2.3459831760681884,1->10,0.0010232027397709606,0:0.0437223; 0.01:0.0437034; 0.1:0.0437254; 1:0.0446383; 10:0.0436151
discontinuous_gradient,leaky_relu2_a0_0625_sphere,"42,43,44,45,46",5,near_grad,1.0,0.1573972461266819,0.1,0.16346904883877403,0.0060718027120921225,3.8576295719972156,0.1->1,0.0060718027120921225,0:0.163197; 0.01:0.159574; 0.1:0.163469; 1:0.157397; 10:0.162088
discontinuous_gradient,leaky_relu2_a0_0625_sphere,"42,43,44,45,46",5,far_grad,1.0,0.01635780740051737,0.01,0.017786057275428233,0.001428249874910862,8.73130389630146,0->0.01,0.0010829460808591436,0:0.0167031; 0.01:0.0177861; 0.1:0.0173663; 1:0.0163578; 10:0.0171752
discontinuous_gradient,leaky_relu2_a0_0625_sphere,"42,43,44,45,46",5,near_far_ratio,0.01,8.983834778370586,0.0,9.878857914603541,0.8950231362329557,9.962595687843757,0->0.01,0.8950231362329557,0:9.87886; 0.01:8.98383; 0.1:9.52543; 1:9.87039; 10:9.70582
discontinuous_gradient,leaky_relu2_a0_0625_sphere,"42,43,44,45,46",5,neurons,0.0,104.6,0.01,110.6,6.0,5.736137667304016,0->0.01,6.0,0:104.6; 0.01:110.6; 0.1:108; 1:110; 10:108.2
discontinuous_gradient,leaky_relu2_a0_0625_sphere,"42,43,44,45,46",5,near_score,0.0,17.040324428514204,0.01,17.651462354068126,0.6111379255539227,3.5864218907198917,0->0.01,0.6111379255539227,0:17.0403; 0.01:17.6515; 0.1:17.6472; 1:17.3144; 10:17.5243
discontinuous_gradient,leaky_relu2_a0_0625_sphere,"42,43,44,45,46",5,eval_h1,1.0,0.04348146190045551,0.1,0.045084055746481444,0.0016025938460259362,3.6856944913555165,0.1->1,0.0016025938460259362,0:0.0449178; 0.01:0.0442133; 0.1:0.0450841; 1:0.0434815; 10:0.0448858
discontinuous_gradient,leaky_relu2_a0_075_sphere,"42,43,44,45,46",5,near_grad,10.0,0.15583613167282184,0.1,0.16389756119037116,0.008061429517549318,5.173016957629761,0.1->1,0.005963775040135566,0:0.159656; 0.01:0.160896; 0.1:0.163898; 1:0.157934; 10:0.155836
discontinuous_gradient,leaky_relu2_a0_075_sphere,"42,43,44,45,46",5,far_grad,0.1,0.016539405668894103,0.01,0.017653218155802435,0.0011138124869083318,6.734295712953549,0.01->0.1,0.0011138124869083318,0:0.0167574; 0.01:0.0176532; 0.1:0.0165394; 1:0.0169014; 10:0.0172148
discontinuous_gradient,leaky_relu2_a0_075_sphere,"42,43,44,45,46",5,near_far_ratio,10.0,9.18424447190428,0.1,9.98037930338953,0.796134831485249,8.668484750386623,0.01->0.1,0.7620872138841577,0:9.64126; 0.01:9.21829; 0.1:9.98038; 1:9.42461; 10:9.18424
discontinuous_gradient,leaky_relu2_a0_075_sphere,"42,43,44,45,46",5,neurons,10.0,107.6,1.0,110.8,3.200000000000003,2.9739776951672887,1->10,3.200000000000003,0:108; 0.01:110.4; 0.1:110.6; 1:110.8; 10:107.6
discontinuous_gradient,leaky_relu2_a0_075_sphere,"42,43,44,45,46",5,near_score,10.0,16.759436103706957,0.1,18.12650867847027,1.3670725747633128,8.157032052295216,1->10,0.7379439770842282,0:17.2364; 0.01:17.7686; 0.1:18.1265; 1:17.4974; 10:16.7594
discontinuous_gradient,leaky_relu2_a0_075_sphere,"42,43,44,45,46",5,eval_h1,10.0,0.04335553221967417,0.1,0.04520586995330931,0.0018503377336351393,4.267823825249873,0.1->1,0.001506963619365316,0:0.0442436; 0.01:0.044509; 0.1:0.0452059; 1:0.0436989; 10:0.0433555
discontinuous_gradient,leaky_relu2_a0_1_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_grad,0.1,0.1593361331013157,1.0,0.16272920638956098,0.003393073288245285,2.12950648556769,0.1->1,0.003393073288245285,0:0.160842; 0.01:0.15977; 0.1:0.159336; 1:0.162729; 10:0.161411
discontinuous_gradient,leaky_relu2_a0_1_sphere,"42,43,44,45,46,47,48,49,50,51",10,far_grad,1.0,0.016494554826550684,0.01,0.017695770141364177,0.0012012153148134933,7.282496117324372,0->0.01,0.0010103031901260544,0:0.0166855; 0.01:0.0176958; 0.1:0.0166873; 1:0.0164946; 10:0.0173358
discontinuous_gradient,leaky_relu2_a0_1_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_far_ratio,0.01,9.081899397419903,1.0,9.985052112108443,0.9031527146885399,9.944535555471122,0->0.01,0.7102525454209268,0:9.79215; 0.01:9.0819; 0.1:9.6541; 1:9.98505; 10:9.44688
discontinuous_gradient,leaky_relu2_a0_1_sphere,"42,43,44,45,46,47,48,49,50,51",10,neurons,10.0,107.0,0.01,110.5,3.5,3.2710280373831773,0->0.01,3.0999999999999943,0:107.4; 0.01:110.5; 0.1:110.4; 1:108.4; 10:107
discontinuous_gradient,leaky_relu2_a0_1_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_score,10.0,17.252039605645933,0.01,17.64935681270245,0.39731720705651696,2.303015852841482,0->0.01,0.3889822407220329,0:17.2604; 0.01:17.6494; 0.1:17.5847; 1:17.6338; 10:17.252
discontinuous_gradient,leaky_relu2_a0_1_sphere,"42,43,44,45,46,47,48,49,50,51",10,eval_h1,0.1,0.04398804722736513,1.0,0.04489703357372933,0.0009089863463642017,2.0664394162937927,0.1->1,0.0009089863463642017,0:0.0443079; 0.01:0.0442123; 0.1:0.043988; 1:0.044897; 10:0.04479
discontinuous_gradient,leaky_relu2_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_grad,0.1,0.16006768921889936,10.0,0.1624496152222941,0.0023819260033947354,1.4880742109904208,0.01->0.1,0.001495271225790823,0:0.161414; 0.01:0.161563; 0.1:0.160068; 1:0.161204; 10:0.16245
discontinuous_gradient,leaky_relu2_sphere,"42,43,44,45,46,47,48,49,50,51",10,far_grad,10.0,0.017402606196924224,1.0,0.01867098863974342,0.0012683824428191964,7.288462592708517,1->10,0.0012683824428191964,0:0.0180133; 0.01:0.0175364; 0.1:0.0182517; 1:0.018671; 10:0.0174026
discontinuous_gradient,leaky_relu2_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_far_ratio,1.0,8.760498528904257,10.0,9.369240921795146,0.608742392890889,6.948718624658329,1->10,0.608742392890889,0:9.12755; 0.01:9.28424; 0.1:8.88333; 1:8.7605; 10:9.36924
discontinuous_gradient,leaky_relu2_sphere,"42,43,44,45,46,47,48,49,50,51",10,neurons,0.0,109.9,1.0,115.2,5.299999999999997,4.822565969062782,0->0.01,3.0999999999999943,0:109.9; 0.01:113; 0.1:115; 1:115.2; 10:112.6
discontinuous_gradient,leaky_relu2_sphere,"42,43,44,45,46,47,48,49,50,51",10,near_score,0.0,17.72865166987293,1.0,18.57045421606113,0.8418025461881982,4.748260397144075,0->0.01,0.5250396608784236,0:17.7287; 0.01:18.2537; 0.1:18.4107; 1:18.5705; 10:18.2408
discontinuous_gradient,leaky_relu2_sphere,"42,43,44,45,46,47,48,49,50,51",10,eval_h1,0.1,0.044277085521016835,10.0,0.04482963851453849,0.0005525529935216586,1.247943461092037,0.1->1,0.0004030451241919669,0:0.0447159; 0.01:0.0445254; 0.1:0.0442771; 1:0.0446801; 10:0.0448296
discontinuous_gradient,logcosh,"42,43,44,45,46",5,near_grad,0.1,0.4513646691613152,1.0,0.4887486297898371,0.037383960628521895,8.282429525993997,0.1->1,0.037383960628521895,0:0.466967; 0.01:0.488058; 0.1:0.451365; 1:0.488749; 10:0.474965
discontinuous_gradient,logcosh,"42,43,44,45,46",5,far_grad,0.1,0.18320790628634856,10.0,0.22323871776086246,0.0400308114745139,21.849936657180567,0.1->1,0.02168928809040155,0:0.194147; 0.01:0.186781; 0.1:0.183208; 1:0.204897; 10:0.223239
discontinuous_gradient,logcosh,"42,43,44,45,46",5,near_far_ratio,10.0,2.2678269956912556,0.01,2.6904639684382667,0.4226369727470112,18.636208738585342,0->0.01,0.24204222085054505,0:2.44842; 0.01:2.69046; 0.1:2.51398; 1:2.42681; 10:2.26783
discontinuous_gradient,logcosh,"42,43,44,45,46",5,neurons,0.01,34.0,0.1,36.0,2.0,5.88235294117647,0.01->0.1,2.0,0:35; 0.01:34; 0.1:36; 1:34.8; 10:35.2
discontinuous_gradient,logcosh,"42,43,44,45,46",5,near_score,0.1,16.168908892153574,1.0,16.988560309619974,0.8196514174663996,5.069305683725875,0.1->1,0.8196514174663996,0:16.2292; 0.01:16.5928; 0.1:16.1689; 1:16.9886; 10:16.6294
discontinuous_gradient,logcosh,"42,43,44,45,46",5,eval_h1,0.1,0.184043469308591,10.0,0.207109744423691,0.02306627511510001,12.53305819638953,0.1->1,0.020712648090486424,0:0.194666; 0.01:0.194809; 0.1:0.184043; 1:0.204756; 10:0.20711
discontinuous_gradient,matern52,"42,43,44,45,46",5,near_grad,1.0,0.22783899781591385,0.0,0.238566357444764,0.010727359628850158,4.70830706405999,0->0.01,0.009605622222393667,0:0.238566; 0.01:0.228961; 0.1:0.229746; 1:0.227839; 10:0.235327
discontinuous_gradient,matern52,"42,43,44,45,46",5,far_grad,0.1,0.03940678793252953,0.0,0.04405525602642767,0.004648468093898135,11.796110106352808,0->0.01,0.002769555926843803,0:0.0440553; 0.01:0.0412857; 0.1:0.0394068; 1:0.0407254; 10:0.0407732
discontinuous_gradient,matern52,"42,43,44,45,46",5,near_far_ratio,0.0,5.5014831506812865,0.1,5.890655767630463,0.3891726169491765,7.073958172551752,0.1->1,0.2815821632256412,0:5.50148; 0.01:5.64319; 0.1:5.89066; 1:5.60907; 10:5.8681
discontinuous_gradient,matern52,"42,43,44,45,46",5,neurons,0.0,128.2,1.0,131.4,3.200000000000017,2.496099843993773,0.1->1,2.8000000000000114,0:128.2; 0.01:129; 0.1:128.6; 1:131.4; 10:130.2
discontinuous_gradient,matern52,"42,43,44,45,46",5,near_score,0.01,29.48906325630657,10.0,30.63172259299155,1.1426593366849822,3.874858033819069,0->0.01,1.0381723335426898,0:30.5272; 0.01:29.4891; 0.1:29.5346; 1:29.9478; 10:30.6317
